quantile,value,type,location,target,forecast_date,target_end_date
0.900,21321,quantile,47,1 wk ahead cum death,2022-01-09,2022-01-15
0.950,21387,quantile,47,1 wk ahead cum death,2022-01-09,2022-01-15
0.975,21459,quantile,47,1 wk ahead cum death,2022-01-09,2022-01-15
0.990,21522,quantile,47,1 wk ahead cum death,2022-01-09,2022-01-15
0.010,21164,quantile,47,2 wk ahead cum death,2022-01-09,2022-01-22
0.025,21193,quantile,47,2 wk ahead cum death,2022-01-09,2022-01-22
0.050,21210,quantile,47,2 wk ahead cum death,2022-01-09,2022-01-22
0.100,21247,quantile,47,2 wk ahead cum death,2022-01-09,2022-01-22
0.150,21274,quantile,47,2 wk ahead cum death,2022-01-09,2022-01-22
0.200,21304,quantile,47,2 wk ahead cum death,2022-01-09,2022-01-22
0.250,21329,quantile,47,2 wk ahead cum death,2022-01-09,2022-01-22
0.300,21356,quantile,47,2 wk ahead cum death,2022-01-09,2022-01-22
0.350,21378,quantile,47,2 wk ahead cum death,2022-01-09,2022-01-22
0.400,21403,quantile,47,2 wk ahead cum death,2022-01-09,2022-01-22
0.450,21428,quantile,47,2 wk ahead cum death,2022-01-09,2022-01-22
0.500,21449,quantile,47,2 wk ahead cum death,2022-01-09,2022-01-22
NA,21449,point,47,2 wk ahead cum death,2022-01-09,2022-01-22
0.550,21468,quantile,47,2 wk ahead cum death,2022-01-09,2022-01-22
0.600,21494,quantile,47,2 wk ahead cum death,2022-01-09,2022-01-22
0.650,21514,quantile,47,2 wk ahead cum death,2022-01-09,2022-01-22
0.700,21543,quantile,47,2 wk ahead cum death,2022-01-09,2022-01-22
0.750,21579,quantile,47,2 wk ahead cum death,2022-01-09,2022-01-22
0.800,21614,quantile,47,2 wk ahead cum death,2022-01-09,2022-01-22
0.850,21674,quantile,47,2 wk ahead cum death,2022-01-09,2022-01-22
0.900,21746,quantile,47,2 wk ahead cum death,2022-01-09,2022-01-22
0.950,21882,quantile,47,2 wk ahead cum death,2022-01-09,2022-01-22
0.975,22041,quantile,47,2 wk ahead cum death,2022-01-09,2022-01-22
0.990,22200,quantile,47,2 wk ahead cum death,2022-01-09,2022-01-22
0.010,21289,quantile,47,3 wk ahead cum death,2022-01-09,2022-01-29
0.025,21315,quantile,47,3 wk ahead cum death,2022-01-09,2022-01-29
0.050,21358,quantile,47,3 wk ahead cum death,2022-01-09,2022-01-29
0.100,21406,quantile,47,3 wk ahead cum death,2022-01-09,2022-01-29
0.150,21449,quantile,47,3 wk ahead cum death,2022-01-09,2022-01-29
0.200,21486,quantile,47,3 wk ahead cum death,2022-01-09,2022-01-29
0.250,21519,quantile,47,3 wk ahead cum death,2022-01-09,2022-01-29
0.300,21550,quantile,47,3 wk ahead cum death,2022-01-09,2022-01-29
0.350,21586,quantile,47,3 wk ahead cum death,2022-01-09,2022-01-29
0.400,21622,quantile,47,3 wk ahead cum death,2022-01-09,2022-01-29
0.450,21651,quantile,47,3 wk ahead cum death,2022-01-09,2022-01-29
0.500,21679,quantile,47,3 wk ahead cum death,2022-01-09,2022-01-29
NA,21679,point,47,3 wk ahead cum death,2022-01-09,2022-01-29
0.550,21718,quantile,47,3 wk ahead cum death,2022-01-09,2022-01-29
0.600,21759,quantile,47,3 wk ahead cum death,2022-01-09,2022-01-29
0.650,21797,quantile,47,3 wk ahead cum death,2022-01-09,2022-01-29
0.700,21841,quantile,47,3 wk ahead cum death,2022-01-09,2022-01-29
0.750,21904,quantile,47,3 wk ahead cum death,2022-01-09,2022-01-29
0.800,21979,quantile,47,3 wk ahead cum death,2022-01-09,2022-01-29
0.850,22060,quantile,47,3 wk ahead cum death,2022-01-09,2022-01-29
0.900,22178,quantile,47,3 wk ahead cum death,2022-01-09,2022-01-29
0.950,22388,quantile,47,3 wk ahead cum death,2022-01-09,2022-01-29
0.975,22624,quantile,47,3 wk ahead cum death,2022-01-09,2022-01-29
0.990,23070,quantile,47,3 wk ahead cum death,2022-01-09,2022-01-29
0.010,21369,quantile,47,4 wk ahead cum death,2022-01-09,2022-02-05
0.025,21416,quantile,47,4 wk ahead cum death,2022-01-09,2022-02-05
0.050,21469,quantile,47,4 wk ahead cum death,2022-01-09,2022-02-05
0.100,21531,quantile,47,4 wk ahead cum death,2022-01-09,2022-02-05
0.150,21582,quantile,47,4 wk ahead cum death,2022-01-09,2022-02-05
0.200,21625,quantile,47,4 wk ahead cum death,2022-01-09,2022-02-05
0.250,21675,quantile,47,4 wk ahead cum death,2022-01-09,2022-02-05
0.300,21721,quantile,47,4 wk ahead cum death,2022-01-09,2022-02-05
0.350,21774,quantile,47,4 wk ahead cum death,2022-01-09,2022-02-05
0.400,21811,quantile,47,4 wk ahead cum death,2022-01-09,2022-02-05
0.450,21858,quantile,47,4 wk ahead cum death,2022-01-09,2022-02-05
0.500,21903,quantile,47,4 wk ahead cum death,2022-01-09,2022-02-05
NA,21903,point,47,4 wk ahead cum death,2022-01-09,2022-02-05
0.550,21942,quantile,47,4 wk ahead cum death,2022-01-09,2022-02-05
0.600,22000,quantile,47,4 wk ahead cum death,2022-01-09,2022-02-05
0.650,22073,quantile,47,4 wk ahead cum death,2022-01-09,2022-02-05
0.700,22133,quantile,47,4 wk ahead cum death,2022-01-09,2022-02-05
0.750,22232,quantile,47,4 wk ahead cum death,2022-01-09,2022-02-05
0.800,22326,quantile,47,4 wk ahead cum death,2022-01-09,2022-02-05
0.850,22441,quantile,47,4 wk ahead cum death,2022-01-09,2022-02-05
0.900,22676,quantile,47,4 wk ahead cum death,2022-01-09,2022-02-05
0.950,22997,quantile,47,4 wk ahead cum death,2022-01-09,2022-02-05
0.975,23326,quantile,47,4 wk ahead cum death,2022-01-09,2022-02-05
0.990,24052,quantile,47,4 wk ahead cum death,2022-01-09,2022-02-05
0.010,77081,quantile,48,1 wk ahead cum death,2022-01-09,2022-01-15
0.025,77131,quantile,48,1 wk ahead cum death,2022-01-09,2022-01-15
0.050,77209,quantile,48,1 wk ahead cum death,2022-01-09,2022-01-15
0.100,77308,quantile,48,1 wk ahead cum death,2022-01-09,2022-01-15
0.150,77374,quantile,48,1 wk ahead cum death,2022-01-09,2022-01-15
0.200,77412,quantile,48,1 wk ahead cum death,2022-01-09,2022-01-15
0.250,77456,quantile,48,1 wk ahead cum death,2022-01-09,2022-01-15
0.300,77504,quantile,48,1 wk ahead cum death,2022-01-09,2022-01-15
0.350,77548,quantile,48,1 wk ahead cum death,2022-01-09,2022-01-15
0.400,77582,quantile,48,1 wk ahead cum death,2022-01-09,2022-01-15
0.450,77628,quantile,48,1 wk ahead cum death,2022-01-09,2022-01-15
0.500,77674,quantile,48,1 wk ahead cum death,2022-01-09,2022-01-15
NA,77674,point,48,1 wk ahead cum death,2022-01-09,2022-01-15
0.550,77715,quantile,48,1 wk ahead cum death,2022-01-09,2022-01-15
0.600,77757,quantile,48,1 wk ahead cum death,2022-01-09,2022-01-15
0.650,77802,quantile,48,1 wk ahead cum death,2022-01-09,2022-01-15
0.700,77850,quantile,48,1 wk ahead cum death,2022-01-09,2022-01-15
0.750,77925,quantile,48,1 wk ahead cum death,2022-01-09,2022-01-15
0.800,77998,quantile,48,1 wk ahead cum death,2022-01-09,2022-01-15
0.850,78077,quantile,48,1 wk ahead cum death,2022-01-09,2022-01-15
0.900,78187,quantile,48,1 wk ahead cum death,2022-01-09,2022-01-15
0.950,78381,quantile,48,1 wk ahead cum death,2022-01-09,2022-01-15
0.975,78595,quantile,48,1 wk ahead cum death,2022-01-09,2022-01-15
0.990,78865,quantile,48,1 wk ahead cum death,2022-01-09,2022-01-15
0.010,78414,quantile,48,2 wk ahead cum death,2022-01-09,2022-01-22
0.025,78617,quantile,48,2 wk ahead cum death,2022-01-09,2022-01-22
0.050,78824,quantile,48,2 wk ahead cum death,2022-01-09,2022-01-22
0.100,79161,quantile,48,2 wk ahead cum death,2022-01-09,2022-01-22
0.150,79286,quantile,48,2 wk ahead cum death,2022-01-09,2022-01-22
0.200,79458,quantile,48,2 wk ahead cum death,2022-01-09,2022-01-22
0.250,79664,quantile,48,2 wk ahead cum death,2022-01-09,2022-01-22
0.300,79783,quantile,48,2 wk ahead cum death,2022-01-09,2022-01-22
0.350,79901,quantile,48,2 wk ahead cum death,2022-01-09,2022-01-22
0.400,80040,quantile,48,2 wk ahead cum death,2022-01-09,2022-01-22
0.450,80143,quantile,48,2 wk ahead cum death,2022-01-09,2022-01-22
0.500,80286,quantile,48,2 wk ahead cum death,2022-01-09,2022-01-22
NA,80286,point,48,2 wk ahead cum death,2022-01-09,2022-01-22
0.550,80473,quantile,48,2 wk ahead cum death,2022-01-09,2022-01-22
0.600,80643,quantile,48,2 wk ahead cum death,2022-01-09,2022-01-22
0.650,80813,quantile,48,2 wk ahead cum death,2022-01-09,2022-01-22
0.700,81006,quantile,48,2 wk ahead cum death,2022-01-09,2022-01-22
0.750,81192,quantile,48,2 wk ahead cum death,2022-01-09,2022-01-22
0.800,81432,quantile,48,2 wk ahead cum death,2022-01-09,2022-01-22
0.850,81791,quantile,48,2 wk ahead cum death,2022-01-09,2022-01-22
0.900,82210,quantile,48,2 wk ahead cum death,2022-01-09,2022-01-22
0.950,82800,quantile,48,2 wk ahead cum death,2022-01-09,2022-01-22
0.975,83475,quantile,48,2 wk ahead cum death,2022-01-09,2022-01-22
0.990,84296,quantile,48,2 wk ahead cum death,2022-01-09,2022-01-22
0.010,80423,quantile,48,3 wk ahead cum death,2022-01-09,2022-01-29
0.025,81062,quantile,48,3 wk ahead cum death,2022-01-09,2022-01-29
0.050,81540,quantile,48,3 wk ahead cum death,2022-01-09,2022-01-29
0.100,82221,quantile,48,3 wk ahead cum death,2022-01-09,2022-01-29
0.150,82659,quantile,48,3 wk ahead cum death,2022-01-09,2022-01-29
0.200,83097,quantile,48,3 wk ahead cum death,2022-01-09,2022-01-29
0.250,83492,quantile,48,3 wk ahead cum death,2022-01-09,2022-01-29
0.300,83939,quantile,48,3 wk ahead cum death,2022-01-09,2022-01-29
0.350,84336,quantile,48,3 wk ahead cum death,2022-01-09,2022-01-29
0.400,84700,quantile,48,3 wk ahead cum death,2022-01-09,2022-01-29
0.450,85117,quantile,48,3 wk ahead cum death,2022-01-09,2022-01-29
0.500,85494,quantile,48,3 wk ahead cum death,2022-01-09,2022-01-29
NA,85494,point,48,3 wk ahead cum death,2022-01-09,2022-01-29
0.550,85877,quantile,48,3 wk ahead cum death,2022-01-09,2022-01-29
0.600,86330,quantile,48,3 wk ahead cum death,2022-01-09,2022-01-29
0.650,86849,quantile,48,3 wk ahead cum death,2022-01-09,2022-01-29
0.700,87406,quantile,48,3 wk ahead cum death,2022-01-09,2022-01-29
0.750,88033,quantile,48,3 wk ahead cum death,2022-01-09,2022-01-29
0.800,88682,quantile,48,3 wk ahead cum death,2022-01-09,2022-01-29
0.850,89726,quantile,48,3 wk ahead cum death,2022-01-09,2022-01-29
0.900,91087,quantile,48,3 wk ahead cum death,2022-01-09,2022-01-29
0.950,93429,quantile,48,3 wk ahead cum death,2022-01-09,2022-01-29
0.975,95285,quantile,48,3 wk ahead cum death,2022-01-09,2022-01-29
0.990,98267,quantile,48,3 wk ahead cum death,2022-01-09,2022-01-29
0.010,83012,quantile,48,4 wk ahead cum death,2022-01-09,2022-02-05
0.025,84266,quantile,48,4 wk ahead cum death,2022-01-09,2022-02-05
0.050,85354,quantile,48,4 wk ahead cum death,2022-01-09,2022-02-05
0.100,87077,quantile,48,4 wk ahead cum death,2022-01-09,2022-02-05
0.150,88100,quantile,48,4 wk ahead cum death,2022-01-09,2022-02-05
0.200,89270,quantile,48,4 wk ahead cum death,2022-01-09,2022-02-05
0.250,90158,quantile,48,4 wk ahead cum death,2022-01-09,2022-02-05
0.300,91170,quantile,48,4 wk ahead cum death,2022-01-09,2022-02-05
0.350,91881,quantile,48,4 wk ahead cum death,2022-01-09,2022-02-05
0.400,92677,quantile,48,4 wk ahead cum death,2022-01-09,2022-02-05
0.450,93797,quantile,48,4 wk ahead cum death,2022-01-09,2022-02-05
0.500,94813,quantile,48,4 wk ahead cum death,2022-01-09,2022-02-05
NA,94813,point,48,4 wk ahead cum death,2022-01-09,2022-02-05
0.550,95933,quantile,48,4 wk ahead cum death,2022-01-09,2022-02-05
0.600,97267,quantile,48,4 wk ahead cum death,2022-01-09,2022-02-05
0.650,98533,quantile,48,4 wk ahead cum death,2022-01-09,2022-02-05
0.700,99828,quantile,48,4 wk ahead cum death,2022-01-09,2022-02-05
0.750,101369,quantile,48,4 wk ahead cum death,2022-01-09,2022-02-05
0.800,102789,quantile,48,4 wk ahead cum death,2022-01-09,2022-02-05
0.850,104970,quantile,48,4 wk ahead cum death,2022-01-09,2022-02-05
0.900,108819,quantile,48,4 wk ahead cum death,2022-01-09,2022-02-05
0.950,112998,quantile,48,4 wk ahead cum death,2022-01-09,2022-02-05
0.975,116229,quantile,48,4 wk ahead cum death,2022-01-09,2022-02-05
0.990,122446,quantile,48,4 wk ahead cum death,2022-01-09,2022-02-05
0.010,3921,quantile,49,1 wk ahead cum death,2022-01-09,2022-01-15
0.025,3927,quantile,49,1 wk ahead cum death,2022-01-09,2022-01-15
0.050,3933,quantile,49,1 wk ahead cum death,2022-01-09,2022-01-15
0.100,3946,quantile,49,1 wk ahead cum death,2022-01-09,2022-01-15
0.150,3954,quantile,49,1 wk ahead cum death,2022-01-09,2022-01-15
0.200,3960,quantile,49,1 wk ahead cum death,2022-01-09,2022-01-15
0.250,3967,quantile,49,1 wk ahead cum death,2022-01-09,2022-01-15
0.300,3974,quantile,49,1 wk ahead cum death,2022-01-09,2022-01-15
0.350,3980,quantile,49,1 wk ahead cum death,2022-01-09,2022-01-15
0.400,3988,quantile,49,1 wk ahead cum death,2022-01-09,2022-01-15
0.450,3994,quantile,49,1 wk ahead cum death,2022-01-09,2022-01-15
0.500,4001,quantile,49,1 wk ahead cum death,2022-01-09,2022-01-15
NA,4001,point,49,1 wk ahead cum death,2022-01-09,2022-01-15
0.550,4006,quantile,49,1 wk ahead cum death,2022-01-09,2022-01-15
0.600,4016,quantile,49,1 wk ahead cum death,2022-01-09,2022-01-15
0.650,4026,quantile,49,1 wk ahead cum death,2022-01-09,2022-01-15
0.700,4036,quantile,49,1 wk ahead cum death,2022-01-09,2022-01-15
0.750,4049,quantile,49,1 wk ahead cum death,2022-01-09,2022-01-15
0.800,4063,quantile,49,1 wk ahead cum death,2022-01-09,2022-01-15
0.850,4078,quantile,49,1 wk ahead cum death,2022-01-09,2022-01-15
0.900,4099,quantile,49,1 wk ahead cum death,2022-01-09,2022-01-15
0.950,4142,quantile,49,1 wk ahead cum death,2022-01-09,2022-01-15
0.975,4185,quantile,49,1 wk ahead cum death,2022-01-09,2022-01-15
0.990,4254,quantile,49,1 wk ahead cum death,2022-01-09,2022-01-15
0.010,4003,quantile,49,2 wk ahead cum death,2022-01-09,2022-01-22
0.025,4019,quantile,49,2 wk ahead cum death,2022-01-09,2022-01-22
0.050,4042,quantile,49,2 wk ahead cum death,2022-01-09,2022-01-22
0.100,4080,quantile,49,2 wk ahead cum death,2022-01-09,2022-01-22
0.150,4101,quantile,49,2 wk ahead cum death,2022-01-09,2022-01-22
0.200,4129,quantile,49,2 wk ahead cum death,2022-01-09,2022-01-22
0.250,4148,quantile,49,2 wk ahead cum death,2022-01-09,2022-01-22
0.300,4168,quantile,49,2 wk ahead cum death,2022-01-09,2022-01-22
0.350,4189,quantile,49,2 wk ahead cum death,2022-01-09,2022-01-22
0.400,4212,quantile,49,2 wk ahead cum death,2022-01-09,2022-01-22
0.450,4237,quantile,49,2 wk ahead cum death,2022-01-09,2022-01-22
0.500,4268,quantile,49,2 wk ahead cum death,2022-01-09,2022-01-22
NA,4268,point,49,2 wk ahead cum death,2022-01-09,2022-01-22
0.550,4289,quantile,49,2 wk ahead cum death,2022-01-09,2022-01-22
0.600,4319,quantile,49,2 wk ahead cum death,2022-01-09,2022-01-22
0.650,4339,quantile,49,2 wk ahead cum death,2022-01-09,2022-01-22
0.700,4375,quantile,49,2 wk ahead cum death,2022-01-09,2022-01-22
0.750,4418,quantile,49,2 wk ahead cum death,2022-01-09,2022-01-22
0.800,4473,quantile,49,2 wk ahead cum death,2022-01-09,2022-01-22
0.850,4541,quantile,49,2 wk ahead cum death,2022-01-09,2022-01-22
0.900,4617,quantile,49,2 wk ahead cum death,2022-01-09,2022-01-22
0.950,4757,quantile,49,2 wk ahead cum death,2022-01-09,2022-01-22
0.975,4956,quantile,49,2 wk ahead cum death,2022-01-09,2022-01-22
0.990,5121,quantile,49,2 wk ahead cum death,2022-01-09,2022-01-22
0.010,4092,quantile,49,3 wk ahead cum death,2022-01-09,2022-01-29
0.025,4141,quantile,49,3 wk ahead cum death,2022-01-09,2022-01-29
0.050,4191,quantile,49,3 wk ahead cum death,2022-01-09,2022-01-29
0.100,4275,quantile,49,3 wk ahead cum death,2022-01-09,2022-01-29
0.150,4330,quantile,49,3 wk ahead cum death,2022-01-09,2022-01-29
0.200,4388,quantile,49,3 wk ahead cum death,2022-01-09,2022-01-29
0.250,4448,quantile,49,3 wk ahead cum death,2022-01-09,2022-01-29
0.300,4491,quantile,49,3 wk ahead cum death,2022-01-09,2022-01-29
0.350,4554,quantile,49,3 wk ahead cum death,2022-01-09,2022-01-29
0.400,4604,quantile,49,3 wk ahead cum death,2022-01-09,2022-01-29
0.450,4668,quantile,49,3 wk ahead cum death,2022-01-09,2022-01-29
0.500,4715,quantile,49,3 wk ahead cum death,2022-01-09,2022-01-29
NA,4715,point,49,3 wk ahead cum death,2022-01-09,2022-01-29
0.550,4794,quantile,49,3 wk ahead cum death,2022-01-09,2022-01-29
0.600,4892,quantile,49,3 wk ahead cum death,2022-01-09,2022-01-29
0.650,4965,quantile,49,3 wk ahead cum death,2022-01-09,2022-01-29
0.700,5042,quantile,49,3 wk ahead cum death,2022-01-09,2022-01-29
0.750,5120,quantile,49,3 wk ahead cum death,2022-01-09,2022-01-29
0.800,5223,quantile,49,3 wk ahead cum death,2022-01-09,2022-01-29
0.850,5370,quantile,49,3 wk ahead cum death,2022-01-09,2022-01-29
0.900,5603,quantile,49,3 wk ahead cum death,2022-01-09,2022-01-29
0.950,5958,quantile,49,3 wk ahead cum death,2022-01-09,2022-01-29
0.975,6217,quantile,49,3 wk ahead cum death,2022-01-09,2022-01-29
0.990,6463,quantile,49,3 wk ahead cum death,2022-01-09,2022-01-29
0.010,4178,quantile,49,4 wk ahead cum death,2022-01-09,2022-02-05
0.025,4261,quantile,49,4 wk ahead cum death,2022-01-09,2022-02-05
0.050,4364,quantile,49,4 wk ahead cum death,2022-01-09,2022-02-05
0.100,4551,quantile,49,4 wk ahead cum death,2022-01-09,2022-02-05
0.150,4678,quantile,49,4 wk ahead cum death,2022-01-09,2022-02-05
0.200,4785,quantile,49,4 wk ahead cum death,2022-01-09,2022-02-05
0.250,4880,quantile,49,4 wk ahead cum death,2022-01-09,2022-02-05
0.300,4988,quantile,49,4 wk ahead cum death,2022-01-09,2022-02-05
0.350,5102,quantile,49,4 wk ahead cum death,2022-01-09,2022-02-05
0.400,5217,quantile,49,4 wk ahead cum death,2022-01-09,2022-02-05
0.450,5318,quantile,49,4 wk ahead cum death,2022-01-09,2022-02-05
0.500,5440,quantile,49,4 wk ahead cum death,2022-01-09,2022-02-05
NA,5440,point,49,4 wk ahead cum death,2022-01-09,2022-02-05
0.550,5570,quantile,49,4 wk ahead cum death,2022-01-09,2022-02-05
0.600,5714,quantile,49,4 wk ahead cum death,2022-01-09,2022-02-05
0.650,5843,quantile,49,4 wk ahead cum death,2022-01-09,2022-02-05
0.700,6016,quantile,49,4 wk ahead cum death,2022-01-09,2022-02-05
0.750,6192,quantile,49,4 wk ahead cum death,2022-01-09,2022-02-05
0.800,6398,quantile,49,4 wk ahead cum death,2022-01-09,2022-02-05
0.850,6634,quantile,49,4 wk ahead cum death,2022-01-09,2022-02-05
0.900,6992,quantile,49,4 wk ahead cum death,2022-01-09,2022-02-05
0.950,7453,quantile,49,4 wk ahead cum death,2022-01-09,2022-02-05
0.975,8074,quantile,49,4 wk ahead cum death,2022-01-09,2022-02-05
0.990,8690,quantile,49,4 wk ahead cum death,2022-01-09,2022-02-05
0.010,15744,quantile,51,1 wk ahead cum death,2022-01-09,2022-01-15
0.025,15761,quantile,51,1 wk ahead cum death,2022-01-09,2022-01-15
0.050,15775,quantile,51,1 wk ahead cum death,2022-01-09,2022-01-15
0.100,15802,quantile,51,1 wk ahead cum death,2022-01-09,2022-01-15
0.150,15819,quantile,51,1 wk ahead cum death,2022-01-09,2022-01-15
0.200,15831,quantile,51,1 wk ahead cum death,2022-01-09,2022-01-15
0.250,15845,quantile,51,1 wk ahead cum death,2022-01-09,2022-01-15
0.300,15856,quantile,51,1 wk ahead cum death,2022-01-09,2022-01-15
0.350,15869,quantile,51,1 wk ahead cum death,2022-01-09,2022-01-15
0.400,15882,quantile,51,1 wk ahead cum death,2022-01-09,2022-01-15
0.450,15894,quantile,51,1 wk ahead cum death,2022-01-09,2022-01-15
0.500,15907,quantile,51,1 wk ahead cum death,2022-01-09,2022-01-15
NA,15907,point,51,1 wk ahead cum death,2022-01-09,2022-01-15
0.550,15921,quantile,51,1 wk ahead cum death,2022-01-09,2022-01-15
0.600,15933,quantile,51,1 wk ahead cum death,2022-01-09,2022-01-15
0.650,15948,quantile,51,1 wk ahead cum death,2022-01-09,2022-01-15
0.700,15964,quantile,51,1 wk ahead cum death,2022-01-09,2022-01-15
0.750,15992,quantile,51,1 wk ahead cum death,2022-01-09,2022-01-15
0.800,16008,quantile,51,1 wk ahead cum death,2022-01-09,2022-01-15
0.850,16034,quantile,51,1 wk ahead cum death,2022-01-09,2022-01-15
0.900,16074,quantile,51,1 wk ahead cum death,2022-01-09,2022-01-15
0.950,16126,quantile,51,1 wk ahead cum death,2022-01-09,2022-01-15
0.975,16201,quantile,51,1 wk ahead cum death,2022-01-09,2022-01-15
0.990,16265,quantile,51,1 wk ahead cum death,2022-01-09,2022-01-15
0.010,15942,quantile,51,2 wk ahead cum death,2022-01-09,2022-01-22
0.025,15959,quantile,51,2 wk ahead cum death,2022-01-09,2022-01-22
0.050,15997,quantile,51,2 wk ahead cum death,2022-01-09,2022-01-22
0.100,16045,quantile,51,2 wk ahead cum death,2022-01-09,2022-01-22
0.150,16084,quantile,51,2 wk ahead cum death,2022-01-09,2022-01-22
0.200,16117,quantile,51,2 wk ahead cum death,2022-01-09,2022-01-22
0.250,16142,quantile,51,2 wk ahead cum death,2022-01-09,2022-01-22
0.300,16174,quantile,51,2 wk ahead cum death,2022-01-09,2022-01-22
0.350,16205,quantile,51,2 wk ahead cum death,2022-01-09,2022-01-22
0.400,16233,quantile,51,2 wk ahead cum death,2022-01-09,2022-01-22
0.450,16275,quantile,51,2 wk ahead cum death,2022-01-09,2022-01-22
0.500,16300,quantile,51,2 wk ahead cum death,2022-01-09,2022-01-22
NA,16300,point,51,2 wk ahead cum death,2022-01-09,2022-01-22
0.550,16332,quantile,51,2 wk ahead cum death,2022-01-09,2022-01-22
0.600,16369,quantile,51,2 wk ahead cum death,2022-01-09,2022-01-22
0.650,16408,quantile,51,2 wk ahead cum death,2022-01-09,2022-01-22
0.700,16453,quantile,51,2 wk ahead cum death,2022-01-09,2022-01-22
0.750,16494,quantile,51,2 wk ahead cum death,2022-01-09,2022-01-22
0.800,16537,quantile,51,2 wk ahead cum death,2022-01-09,2022-01-22
0.850,16610,quantile,51,2 wk ahead cum death,2022-01-09,2022-01-22
0.900,16709,quantile,51,2 wk ahead cum death,2022-01-09,2022-01-22
0.950,16869,quantile,51,2 wk ahead cum death,2022-01-09,2022-01-22
0.975,17022,quantile,51,2 wk ahead cum death,2022-01-09,2022-01-22
0.990,17247,quantile,51,2 wk ahead cum death,2022-01-09,2022-01-22
0.010,16089,quantile,51,3 wk ahead cum death,2022-01-09,2022-01-29
0.025,16154,quantile,51,3 wk ahead cum death,2022-01-09,2022-01-29
0.050,16210,quantile,51,3 wk ahead cum death,2022-01-09,2022-01-29
0.100,16293,quantile,51,3 wk ahead cum death,2022-01-09,2022-01-29
0.150,16355,quantile,51,3 wk ahead cum death,2022-01-09,2022-01-29
0.200,16423,quantile,51,3 wk ahead cum death,2022-01-09,2022-01-29
0.250,16482,quantile,51,3 wk ahead cum death,2022-01-09,2022-01-29
0.300,16539,quantile,51,3 wk ahead cum death,2022-01-09,2022-01-29
0.350,16594,quantile,51,3 wk ahead cum death,2022-01-09,2022-01-29
0.400,16652,quantile,51,3 wk ahead cum death,2022-01-09,2022-01-29
0.450,16729,quantile,51,3 wk ahead cum death,2022-01-09,2022-01-29
0.500,16796,quantile,51,3 wk ahead cum death,2022-01-09,2022-01-29
NA,16796,point,51,3 wk ahead cum death,2022-01-09,2022-01-29
0.550,16856,quantile,51,3 wk ahead cum death,2022-01-09,2022-01-29
0.600,16932,quantile,51,3 wk ahead cum death,2022-01-09,2022-01-29
0.650,16999,quantile,51,3 wk ahead cum death,2022-01-09,2022-01-29
0.700,17076,quantile,51,3 wk ahead cum death,2022-01-09,2022-01-29
0.750,17182,quantile,51,3 wk ahead cum death,2022-01-09,2022-01-29
0.800,17282,quantile,51,3 wk ahead cum death,2022-01-09,2022-01-29
0.850,17426,quantile,51,3 wk ahead cum death,2022-01-09,2022-01-29
0.900,17601,quantile,51,3 wk ahead cum death,2022-01-09,2022-01-29
0.950,17980,quantile,51,3 wk ahead cum death,2022-01-09,2022-01-29
0.975,18293,quantile,51,3 wk ahead cum death,2022-01-09,2022-01-29
0.990,18716,quantile,51,3 wk ahead cum death,2022-01-09,2022-01-29
0.010,16261,quantile,51,4 wk ahead cum death,2022-01-09,2022-02-05
0.025,16330,quantile,51,4 wk ahead cum death,2022-01-09,2022-02-05
0.050,16423,quantile,51,4 wk ahead cum death,2022-01-09,2022-02-05
0.100,16530,quantile,51,4 wk ahead cum death,2022-01-09,2022-02-05
0.150,16627,quantile,51,4 wk ahead cum death,2022-01-09,2022-02-05
0.200,16732,quantile,51,4 wk ahead cum death,2022-01-09,2022-02-05
0.250,16859,quantile,51,4 wk ahead cum death,2022-01-09,2022-02-05
0.300,16938,quantile,51,4 wk ahead cum death,2022-01-09,2022-02-05
0.350,17049,quantile,51,4 wk ahead cum death,2022-01-09,2022-02-05
0.400,17145,quantile,51,4 wk ahead cum death,2022-01-09,2022-02-05
0.450,17248,quantile,51,4 wk ahead cum death,2022-01-09,2022-02-05
0.500,17331,quantile,51,4 wk ahead cum death,2022-01-09,2022-02-05
NA,17331,point,51,4 wk ahead cum death,2022-01-09,2022-02-05
0.550,17440,quantile,51,4 wk ahead cum death,2022-01-09,2022-02-05
0.600,17611,quantile,51,4 wk ahead cum death,2022-01-09,2022-02-05
0.650,17828,quantile,51,4 wk ahead cum death,2022-01-09,2022-02-05
0.700,17981,quantile,51,4 wk ahead cum death,2022-01-09,2022-02-05
0.750,18160,quantile,51,4 wk ahead cum death,2022-01-09,2022-02-05
0.800,18361,quantile,51,4 wk ahead cum death,2022-01-09,2022-02-05
0.850,18590,quantile,51,4 wk ahead cum death,2022-01-09,2022-02-05
0.900,18854,quantile,51,4 wk ahead cum death,2022-01-09,2022-02-05
0.950,19326,quantile,51,4 wk ahead cum death,2022-01-09,2022-02-05
0.975,19915,quantile,51,4 wk ahead cum death,2022-01-09,2022-02-05
0.990,20625,quantile,51,4 wk ahead cum death,2022-01-09,2022-02-05
0.010,89,quantile,78,1 wk ahead cum death,2022-01-09,2022-01-15
0.025,89,quantile,78,1 wk ahead cum death,2022-01-09,2022-01-15
0.050,89,quantile,78,1 wk ahead cum death,2022-01-09,2022-01-15
0.100,90,quantile,78,1 wk ahead cum death,2022-01-09,2022-01-15
0.150,90,quantile,78,1 wk ahead cum death,2022-01-09,2022-01-15
